close price,close time,comment,commission,expiration,lots,magic number,open price,open time,profit,stop loss,swap,symbol,take profit,ticket,order type
107.823,2011.11.04 14:30,convert from HTML,0,0,0.01,0,107.602,2011.11.04 14:30,-2.23,112.602,0,,7.603,0,1
107.863,2011.11.04 15:00,convert from HTML,0,0,0.01,0,107.602,2011.11.04 14:30,-2.63,112.602,0,,7.603,0,1
107.863,2011.11.04 16:26,convert from HTML,0,0,0.01,0,107.863,2011.11.04 15:00,0.0,102.863,0,,207.862,0,0
107.704,2011.11.04 17:00,convert from HTML,0,0,0.01,0,107.863,2011.11.04 16:26,-1.6,102.863,0,,207.862,0,0
107.704,2011.11.04 17:00,convert from HTML,0,0,0.01,0,107.863,2011.11.04 17:00,-1.6,102.863,0,,207.862,0,0
107.704,2011.11.04 17:00,convert from HTML,0,0,0.01,0,107.863,2011.11.04 17:00,-1.6,102.863,0,,207.862,0,0
107.932,2011.11.04 18:30,convert from HTML,0,0,0.01,0,107.704,2011.11.04 17:00,-2.29,112.704,0,,7.705,0,1
107.932,2011.11.04 18:30,convert from HTML,0,0,0.01,0,107.704,2011.11.04 18:30,-2.29,112.704,0,,7.705,0,1
107.932,2011.11.04 18:30,convert from HTML,0,0,0.01,0,107.704,2011.11.04 18:30,-2.29,112.704,0,,7.705,0,1
107.932,2011.11.04 18:30,convert from HTML,0,0,0.01,0,107.704,2011.11.04 18:30,-2.29,112.704,0,,7.705,0,1
107.942,2011.11.04 19:30,convert from HTML,0,0,0.01,0,107.932,2011.11.04 18:30,0.1,102.932,0,,207.931,0,0
107.829,2011.11.04 22:00,convert from HTML,0,0,0.01,0,107.932,2011.11.04 19:30,-1.03,102.932,0,,207.931,0,0
107.593,2011.11.04 22:30,convert from HTML,0,0,0.01,0,107.932,2011.11.04 22:00,-3.41,102.932,0,,207.931,0,0
107.593,2011.11.04 22:30,convert from HTML,0,0,0.01,0,107.932,2011.11.04 22:30,-3.41,102.932,0,,207.931,0,0
107.465,2011.11.04 23:48,convert from HTML,0,0,0.01,0,107.593,2011.11.04 22:30,1.29,112.593,0,,7.594,0,1
107.805,2011.11.05 02:30,convert from HTML,0,0,0.01,0,107.593,2011.11.04 23:48,-2.13,112.593,0,,7.594,0,1
107.805,2011.11.05 02:30,convert from HTML,0,0,0.01,0,107.593,2011.11.05 02:30,-2.13,112.593,0,,7.594,0,1
107.805,2011.11.05 02:30,convert from HTML,0,0,0.01,0,107.593,2011.11.05 02:30,-2.13,112.593,0,,7.594,0,1
107.716,2011.11.05 03:30,convert from HTML,0,0,0.01,0,107.805,2011.11.05 02:30,-0.89,102.805,0,,207.804,0,0
107.663,2011.11.05 04:00,convert from HTML,0,0,0.01,0,107.805,2011.11.05 03:30,-1.43,102.805,0,,207.804,0,0
107.663,2011.11.05 04:00,convert from HTML,0,0,0.01,0,107.805,2011.11.05 04:00,-1.43,102.805,0,,207.804,0,0
107.424,2011.11.07 16:30,convert from HTML,0,0,0.01,0,107.805,2011.11.05 04:00,-3.83,102.805,0,,207.804,0,0
107.211,2011.11.07 18:00,convert from HTML,0,0,0.01,0,107.424,2011.11.07 16:30,2.15,112.424,0,,7.425,0,1
107.367,2011.11.07 20:03,convert from HTML,0,0,0.01,0,107.424,2011.11.07 18:00,0.57,112.424,0,,7.425,0,1
107.489,2011.11.07 23:30,convert from HTML,0,0,0.01,0,107.424,2011.11.07 20:03,-0.65,112.424,0,,7.425,0,1
107.489,2011.11.07 23:30,convert from HTML,0,0,0.01,0,107.424,2011.11.07 23:30,-0.65,112.424,0,,7.425,0,1
107.467,2011.11.08 00:30,convert from HTML,0,0,0.01,0,107.489,2011.11.07 23:30,-0.23,102.489,0,,207.488,0,0
107.268,2011.11.08 01:00,convert from HTML,0,0,0.01,0,107.489,2011.11.08 00:30,-2.23,102.489,0,,207.488,0,0
107.268,2011.11.08 01:00,convert from HTML,0,0,0.01,0,107.489,2011.11.08 01:00,-2.23,102.489,0,,207.488,0,0
107.268,2011.11.08 01:00,convert from HTML,0,0,0.01,0,107.489,2011.11.08 01:00,-2.23,102.489,0,,207.488,0,0
107.241,2011.11.08 02:42,convert from HTML,0,0,0.01,0,107.268,2011.11.08 01:00,0.27,112.268,0,,7.269,0,1
107.334,2011.11.08 03:00,convert from HTML,0,0,0.01,0,107.268,2011.11.08 02:42,-0.66,112.268,0,,7.269,0,1
107.422,2011.11.08 04:00,convert from HTML,0,0,0.01,0,107.268,2011.11.08 03:00,-1.55,112.268,0,,7.269,0,1
107.473,2011.11.08 04:30,convert from HTML,0,0,0.01,0,107.268,2011.11.08 04:00,-2.06,112.268,0,,7.269,0,1
107.45,2011.11.08 05:30,convert from HTML,0,0,0.01,0,107.473,2011.11.08 04:30,-0.23,102.473,0,,207.472,0,0
107.411,2011.11.08 08:30,convert from HTML,0,0,0.01,0,107.473,2011.11.08 05:30,-0.62,102.473,0,,207.472,0,0
107.335,2011.11.08 09:30,convert from HTML,0,0,0.01,0,107.473,2011.11.08 08:30,-1.39,102.473,0,,207.472,0,0
107.335,2011.11.08 09:30,convert from HTML,0,0,0.01,0,107.473,2011.11.08 09:30,-1.39,102.473,0,,207.472,0,0
107.409,2011.11.08 10:30,convert from HTML,0,0,0.01,0,107.335,2011.11.08 09:30,-0.75,112.335,0,,7.336,0,1
107.46,2011.11.08 12:30,convert from HTML,0,0,0.01,0,107.335,2011.11.08 10:30,-1.26,112.335,0,,7.336,0,1
107.46,2011.11.08 12:30,convert from HTML,0,0,0.01,0,107.335,2011.11.08 12:30,-1.26,112.335,0,,7.336,0,1
107.571,2011.11.08 18:30,convert from HTML,0,0,0.01,0,107.335,2011.11.08 12:30,-2.38,112.335,0,,7.336,0,1
107.366,2011.11.08 19:00,convert from HTML,0,0,0.01,0,107.571,2011.11.08 18:30,-2.06,102.571,0,,207.57,0,0
107.25,2011.11.09 00:30,convert from HTML,0,0,0.01,0,107.571,2011.11.08 19:00,-3.23,102.571,0,,207.57,0,0
107.25,2011.11.09 00:30,convert from HTML,0,0,0.01,0,107.571,2011.11.09 00:30,-3.23,102.571,0,,207.57,0,0
107.25,2011.11.09 00:30,convert from HTML,0,0,0.01,0,107.571,2011.11.09 00:30,-3.23,102.571,0,,207.57,0,0
107.25,2011.11.09 02:02,convert from HTML,0,0,0.01,0,107.25,2011.11.09 00:30,0.0,112.25,0,,7.251,0,1
107.507,2011.11.09 04:00,convert from HTML,0,0,0.01,0,107.25,2011.11.09 02:02,-2.59,112.25,0,,7.251,0,1
107.507,2011.11.09 04:00,convert from HTML,0,0,0.01,0,107.25,2011.11.09 04:00,-2.59,112.25,0,,7.251,0,1
107.507,2011.11.09 04:00,convert from HTML,0,0,0.01,0,107.25,2011.11.09 04:00,-2.59,112.25,0,,7.251,0,1
107.478,2011.11.09 05:30,convert from HTML,0,0,0.01,0,107.507,2011.11.09 04:00,-0.3,102.507,0,,207.506,0,0
107.418,2011.11.09 09:00,convert from HTML,0,0,0.01,0,107.507,2011.11.09 05:30,-0.9,102.507,0,,207.506,0,0
107.397,2011.11.09 11:30,convert from HTML,0,0,0.01,0,107.507,2011.11.09 09:00,-1.11,102.507,0,,207.506,0,0
107.397,2011.11.09 11:30,convert from HTML,0,0,0.01,0,107.507,2011.11.09 11:30,-1.11,102.507,0,,207.506,0,0
107.349,2011.11.09 13:16,convert from HTML,0,0,0.01,0,107.397,2011.11.09 11:30,0.49,112.397,0,,7.398,0,1
105.383,2011.11.10 10:33,convert from HTML,0,0,0.01,0,107.397,2011.11.09 13:16,20.16,112.397,0,,7.398,0,1
105.344,2011.11.10 17:53,convert from HTML,0,0,0.01,0,107.397,2011.11.10 10:33,20.56,112.397,0,,7.398,0,1
106.372,2011.11.12 02:28,convert from HTML,0,0,0.01,0,107.397,2011.11.10 17:53,10.16,112.397,0,,7.398,0,1
106.122,2011.11.12 03:00,convert from HTML,0,0,0.01,0,106.372,2011.11.12 02:30,-2.52,101.372,0,,206.371,0,0
106.124,2011.11.14 14:30,convert from HTML,0,0,0.01,0,106.372,2011.11.12 03:00,-2.5,101.372,0,,206.371,0,0
106.013,2011.11.14 15:00,convert from HTML,0,0,0.01,0,106.372,2011.11.14 14:30,-3.62,101.372,0,,206.371,0,0
106.013,2011.11.14 15:00,convert from HTML,0,0,0.01,0,106.372,2011.11.14 15:00,-3.62,101.372,0,,206.371,0,0
106.155,2011.11.14 16:30,convert from HTML,0,0,0.01,0,106.013,2011.11.14 15:00,-1.43,111.013,0,,6.014,0,1
105.035,2011.11.15 05:07,convert from HTML,0,0,0.01,0,106.013,2011.11.14 16:30,9.81,111.013,0,,6.014,0,1
105.138,2011.11.15 11:41,convert from HTML,0,0,0.01,0,106.013,2011.11.15 05:07,8.77,111.013,0,,6.014,0,1
104.182,2011.11.18 20:53,convert from HTML,0,0,0.01,0,106.013,2011.11.15 11:41,18.2,111.013,0,,6.014,0,1
104.051,2011.11.18 22:00,convert from HTML,0,0,0.01,0,104.199,2011.11.18 21:00,-1.49,99.199,0,,204.198,0,0
103.869,2011.11.19 00:30,convert from HTML,0,0,0.01,0,104.199,2011.11.18 22:00,-3.33,99.199,0,,204.198,0,0
103.894,2011.11.21 08:30,convert from HTML,0,0,0.01,0,104.199,2011.11.19 00:30,-3.08,99.199,0,,204.198,0,0
103.894,2011.11.21 08:30,convert from HTML,0,0,0.01,0,104.199,2011.11.21 08:30,-3.08,99.199,0,,204.198,0,0
104.033,2011.11.21 09:00,convert from HTML,0,0,0.01,0,103.894,2011.11.21 08:30,-1.4,108.894,0,,3.895,0,1
104.033,2011.11.21 09:00,convert from HTML,0,0,0.01,0,103.894,2011.11.21 09:00,-1.4,108.894,0,,3.895,0,1
104.033,2011.11.21 09:00,convert from HTML,0,0,0.01,0,103.894,2011.11.21 09:00,-1.4,108.894,0,,3.895,0,1
103.86,2011.11.22 01:12,convert from HTML,0,0,0.01,0,103.894,2011.11.21 09:00,0.3,108.894,0,,3.895,0,1
103.919,2011.11.22 03:00,convert from HTML,0,0,0.01,0,104.017,2011.11.22 01:30,-0.98,99.017,0,,204.016,0,0
103.691,2011.11.22 07:00,convert from HTML,0,0,0.01,0,104.017,2011.11.22 03:00,-3.29,99.017,0,,204.016,0,0
103.691,2011.11.22 07:00,convert from HTML,0,0,0.01,0,104.017,2011.11.22 07:00,-3.29,99.017,0,,204.016,0,0
103.691,2011.11.22 07:00,convert from HTML,0,0,0.01,0,104.017,2011.11.22 07:00,-3.29,99.017,0,,204.016,0,0
103.763,2011.11.22 08:30,convert from HTML,0,0,0.01,0,103.691,2011.11.22 07:00,-0.72,108.691,0,,3.692,0,1
103.895,2011.11.22 10:00,convert from HTML,0,0,0.01,0,103.691,2011.11.22 08:30,-2.05,108.691,0,,3.692,0,1
103.895,2011.11.22 10:00,convert from HTML,0,0,0.01,0,103.691,2011.11.22 10:00,-2.05,108.691,0,,3.692,0,1
103.895,2011.11.22 10:00,convert from HTML,0,0,0.01,0,103.691,2011.11.22 10:00,-2.05,108.691,0,,3.692,0,1
104.065,2011.11.22 11:52,convert from HTML,0,0,0.01,0,103.895,2011.11.22 10:00,1.71,98.895,0,,203.894,0,0
103.899,2011.11.22 12:53,convert from HTML,0,0,0.01,0,103.895,2011.11.22 11:52,0.04,98.895,0,,203.894,0,0
103.996,2011.11.22 22:50,convert from HTML,0,0,0.01,0,103.895,2011.11.22 12:53,1.01,98.895,0,,203.894,0,0
103.734,2011.11.23 11:00,convert from HTML,0,0,0.01,0,103.895,2011.11.22 22:50,-1.62,98.895,0,,203.894,0,0
103.733,2011.11.23 12:02,convert from HTML,0,0,0.01,0,103.734,2011.11.23 11:00,0.01,108.734,0,,3.735,0,1
103.716,2011.11.23 19:06,convert from HTML,0,0,0.01,0,103.734,2011.11.23 12:02,0.18,108.734,0,,3.735,0,1
103.213,2011.11.24 14:26,convert from HTML,0,0,0.01,0,103.734,2011.11.23 19:06,5.13,108.734,0,,3.735,0,1
103.389,2011.11.28 08:18,convert from HTML,0,0,0.01,0,103.734,2011.11.24 14:26,3.27,108.734,0,,3.735,0,1
103.193,2011.11.28 09:30,convert from HTML,0,0,0.01,0,103.407,2011.11.28 09:00,-2.15,98.407,0,,203.406,0,0
103.127,2011.11.28 13:30,convert from HTML,0,0,0.01,0,103.407,2011.11.28 09:30,-2.82,98.407,0,,203.406,0,0
103.755,2011.11.29 04:53,convert from HTML,0,0,0.01,0,103.407,2011.11.28 13:30,3.51,98.407,0,,203.406,0,0
103.431,2011.11.30 16:16,convert from HTML,0,0,0.01,0,103.407,2011.11.29 04:53,0.25,98.407,0,,203.406,0,0
103.595,2011.11.30 18:00,convert from HTML,0,0,0.01,0,103.396,2011.11.30 16:30,-2.0,108.396,0,,3.397,0,1
103.778,2011.11.30 19:30,convert from HTML,0,0,0.01,0,103.396,2011.11.30 18:00,-3.84,108.396,0,,3.397,0,1
103.965,2011.11.30 20:30,convert from HTML,0,0,0.01,0,103.396,2011.11.30 19:30,-5.73,108.396,0,,3.397,0,1
103.965,2011.11.30 20:30,convert from HTML,0,0,0.01,0,103.396,2011.11.30 20:30,-5.73,108.396,0,,3.397,0,1
103.797,2011.11.30 21:00,convert from HTML,0,0,0.01,0,103.965,2011.11.30 20:30,-1.69,98.965,0,,203.964,0,0
103.691,2011.11.30 21:30,convert from HTML,0,0,0.01,0,103.965,2011.11.30 21:00,-2.76,98.965,0,,203.964,0,0
103.691,2011.11.30 21:30,convert from HTML,0,0,0.01,0,103.965,2011.11.30 21:30,-2.76,98.965,0,,203.964,0,0
104.273,2011.12.03 01:13,convert from HTML,0,0,0.01,0,103.965,2011.11.30 21:30,3.1,98.965,0,,203.964,0,0
104.386,2011.12.03 03:00,convert from HTML,0,0,0.01,0,104.208,2011.12.03 01:30,-1.79,109.208,0,,4.209,0,1
104.653,2011.12.05 07:30,convert from HTML,0,0,0.01,0,104.208,2011.12.03 03:00,-4.52,109.208,0,,4.209,0,1
104.779,2011.12.05 08:30,convert from HTML,0,0,0.01,0,104.208,2011.12.05 07:30,-5.79,109.208,0,,4.209,0,1
104.779,2011.12.05 08:30,convert from HTML,0,0,0.01,0,104.208,2011.12.05 08:30,-5.79,109.208,0,,4.209,0,1
104.685,2011.12.05 09:30,convert from HTML,0,0,0.01,0,104.779,2011.12.05 08:30,-0.95,99.779,0,,204.778,0,0
104.563,2011.12.05 12:00,convert from HTML,0,0,0.01,0,104.779,2011.12.05 09:30,-2.18,99.779,0,,204.778,0,0
104.563,2011.12.05 12:00,convert from HTML,0,0,0.01,0,104.779,2011.12.05 12:00,-2.18,99.779,0,,204.778,0,0
104.322,2011.12.06 04:00,convert from HTML,0,0,0.01,0,104.779,2011.12.05 12:00,-4.6,99.779,0,,204.778,0,0
104.141,2011.12.06 06:02,convert from HTML,0,0,0.01,0,104.322,2011.12.06 04:00,1.83,109.322,0,,4.323,0,1
104.076,2011.12.06 15:42,convert from HTML,0,0,0.01,0,104.322,2011.12.06 06:02,2.48,109.322,0,,4.323,0,1
104.141,2011.12.06 19:46,convert from HTML,0,0,0.01,0,104.322,2011.12.06 15:42,1.83,109.322,0,,4.323,0,1
104.07,2011.12.09 19:58,convert from HTML,0,0,0.01,0,104.322,2011.12.06 19:46,2.34,109.322,0,,4.323,0,1
104.103,2011.12.09 21:01,convert from HTML,0,0,0.01,0,104.095,2011.12.09 20:00,0.08,99.095,0,,204.094,0,0
103.555,2011.12.09 23:00,convert from HTML,0,0,0.01,0,104.095,2011.12.09 21:01,-5.44,99.095,0,,204.094,0,0
103.555,2011.12.09 23:00,convert from HTML,0,0,0.01,0,104.095,2011.12.09 23:00,-5.44,99.095,0,,204.094,0,0
103.555,2011.12.09 23:00,convert from HTML,0,0,0.01,0,104.095,2011.12.09 23:00,-5.44,99.095,0,,204.094,0,0
103.832,2011.12.10 00:00,convert from HTML,0,0,0.01,0,103.555,2011.12.09 23:00,-2.79,108.555,0,,3.556,0,1
103.832,2011.12.10 00:00,convert from HTML,0,0,0.01,0,103.555,2011.12.10 00:00,-2.79,108.555,0,,3.556,0,1
103.832,2011.12.10 00:00,convert from HTML,0,0,0.01,0,103.555,2011.12.10 00:00,-2.79,108.555,0,,3.556,0,1
101.538,2011.12.19 22:13,convert from HTML,0,0,0.01,0,103.555,2011.12.10 00:00,20.0,108.555,0,,3.556,0,1
101.431,2011.12.19 23:30,convert from HTML,0,0,0.01,0,101.566,2011.12.19 22:30,-1.36,96.566,0,,201.565,0,0
101.438,2011.12.20 03:00,convert from HTML,0,0,0.01,0,101.566,2011.12.19 23:30,-1.29,96.566,0,,201.565,0,0
101.4,2011.12.20 03:30,convert from HTML,0,0,0.01,0,101.566,2011.12.20 03:00,-1.67,96.566,0,,201.565,0,0
101.4,2011.12.20 03:30,convert from HTML,0,0,0.01,0,101.566,2011.12.20 03:30,-1.67,96.566,0,,201.565,0,0
101.492,2011.12.20 05:00,convert from HTML,0,0,0.01,0,101.4,2011.12.20 03:30,-0.93,106.4,0,,1.401,0,1
101.492,2011.12.20 05:00,convert from HTML,0,0,0.01,0,101.4,2011.12.20 05:00,-0.93,106.4,0,,1.401,0,1
101.492,2011.12.20 05:00,convert from HTML,0,0,0.01,0,101.4,2011.12.20 05:00,-0.93,106.4,0,,1.401,0,1
101.492,2011.12.20 05:00,convert from HTML,0,0,0.01,0,101.4,2011.12.20 05:00,-0.93,106.4,0,,1.401,0,1
101.358,2011.12.20 05:30,convert from HTML,0,0,0.01,0,101.492,2011.12.20 05:00,-1.35,96.492,0,,201.491,0,0
101.358,2011.12.20 05:30,convert from HTML,0,0,0.01,0,101.492,2011.12.20 05:30,-1.35,96.492,0,,201.491,0,0
101.358,2011.12.20 05:30,convert from HTML,0,0,0.01,0,101.492,2011.12.20 05:30,-1.35,96.492,0,,201.491,0,0
101.358,2011.12.20 05:30,convert from HTML,0,0,0.01,0,101.492,2011.12.20 05:30,-1.35,96.492,0,,201.491,0,0
101.44,2011.12.20 06:30,convert from HTML,0,0,0.01,0,101.358,2011.12.20 05:30,-0.83,106.358,0,,1.359,0,1
101.47,2011.12.20 08:30,convert from HTML,0,0,0.01,0,101.358,2011.12.20 06:30,-1.13,106.358,0,,1.359,0,1
101.47,2011.12.20 08:30,convert from HTML,0,0,0.01,0,101.358,2011.12.20 08:30,-1.13,106.358,0,,1.359,0,1
101.47,2011.12.20 08:30,convert from HTML,0,0,0.01,0,101.358,2011.12.20 08:30,-1.13,106.358,0,,1.359,0,1
101.428,2011.12.20 09:30,convert from HTML,0,0,0.01,0,101.47,2011.12.20 08:30,-0.42,96.47,0,,201.469,0,0
101.421,2011.12.20 11:30,convert from HTML,0,0,0.01,0,101.47,2011.12.20 09:30,-0.49,96.47,0,,201.469,0,0
101.421,2011.12.20 11:30,convert from HTML,0,0,0.01,0,101.47,2011.12.20 11:30,-0.49,96.47,0,,201.469,0,0
101.421,2011.12.20 11:30,convert from HTML,0,0,0.01,0,101.47,2011.12.20 11:30,-0.49,96.47,0,,201.469,0,0
101.428,2011.12.20 14:00,convert from HTML,0,0,0.01,0,101.421,2011.12.20 11:30,-0.08,106.421,0,,1.422,0,1
101.455,2011.12.20 14:30,convert from HTML,0,0,0.01,0,101.421,2011.12.20 14:00,-0.35,106.421,0,,1.422,0,1
101.455,2011.12.20 14:30,convert from HTML,0,0,0.01,0,101.421,2011.12.20 14:30,-0.35,106.421,0,,1.422,0,1
101.455,2011.12.20 14:30,convert from HTML,0,0,0.01,0,101.421,2011.12.20 14:30,-0.35,106.421,0,,1.422,0,1
101.428,2011.12.20 15:30,convert from HTML,0,0,0.01,0,101.455,2011.12.20 14:30,-0.27,96.455,0,,201.454,0,0
101.416,2011.12.20 16:30,convert from HTML,0,0,0.01,0,101.455,2011.12.20 15:30,-0.39,96.455,0,,201.454,0,0
101.416,2011.12.20 16:30,convert from HTML,0,0,0.01,0,101.455,2011.12.20 16:30,-0.39,96.455,0,,201.454,0,0
101.558,2011.12.21 22:18,convert from HTML,0,0,0.01,0,101.455,2011.12.20 16:30,1.04,96.455,0,,201.454,0,0
101.704,2011.12.22 00:30,convert from HTML,0,0,0.01,0,101.537,2011.12.21 22:30,-1.81,106.537,0,,1.538,0,1
101.915,2011.12.22 03:00,convert from HTML,0,0,0.01,0,101.537,2011.12.22 00:30,-3.92,106.537,0,,1.538,0,1
101.915,2011.12.22 03:00,convert from HTML,0,0,0.01,0,101.537,2011.12.22 03:00,-3.92,106.537,0,,1.538,0,1
101.915,2011.12.22 03:00,convert from HTML,0,0,0.01,0,101.537,2011.12.22 03:00,-3.92,106.537,0,,1.538,0,1
101.858,2011.12.22 04:30,convert from HTML,0,0,0.01,0,101.915,2011.12.22 03:00,-0.58,96.915,0,,201.914,0,0
101.778,2011.12.22 08:00,convert from HTML,0,0,0.01,0,101.915,2011.12.22 04:30,-1.38,96.915,0,,201.914,0,0
101.778,2011.12.22 08:00,convert from HTML,0,0,0.01,0,101.915,2011.12.22 08:00,-1.38,96.915,0,,201.914,0,0
101.819,2011.12.24 00:00,convert from HTML,0,0,0.01,0,101.915,2011.12.22 08:00,-0.97,96.915,0,,201.914,0,0
101.897,2011.12.24 00:30,convert from HTML,0,0,0.01,0,101.819,2011.12.24 00:00,-0.78,106.819,0,,1.82,0,1
101.961,2011.12.26 17:00,convert from HTML,0,0,0.01,0,101.819,2011.12.24 00:30,-1.47,106.819,0,,1.82,0,1
101.961,2011.12.26 17:00,convert from HTML,0,0,0.01,0,101.819,2011.12.26 17:00,-1.47,106.819,0,,1.82,0,1
101.961,2011.12.26 17:00,convert from HTML,0,0,0.01,0,101.819,2011.12.26 17:00,-1.47,106.819,0,,1.82,0,1
101.86,2011.12.26 18:00,convert from HTML,0,0,0.01,0,101.961,2011.12.26 17:00,-1.02,96.961,0,,201.96,0,0
101.765,2011.12.26 19:30,convert from HTML,0,0,0.01,0,101.961,2011.12.26 18:00,-1.98,96.961,0,,201.96,0,0
101.765,2011.12.26 19:30,convert from HTML,0,0,0.01,0,101.961,2011.12.26 19:30,-1.98,96.961,0,,201.96,0,0
101.765,2011.12.26 19:30,convert from HTML,0,0,0.01,0,101.961,2011.12.26 19:30,-1.98,96.961,0,,201.96,0,0
101.838,2011.12.26 20:30,convert from HTML,0,0,0.01,0,101.765,2011.12.26 19:30,-0.74,106.765,0,,1.766,0,1
101.854,2011.12.26 21:00,convert from HTML,0,0,0.01,0,101.765,2011.12.26 20:30,-0.9,106.765,0,,1.766,0,1
101.937,2011.12.26 22:00,convert from HTML,0,0,0.01,0,101.765,2011.12.26 21:00,-1.73,106.765,0,,1.766,0,1
101.937,2011.12.26 22:00,convert from HTML,0,0,0.01,0,101.765,2011.12.26 22:00,-1.73,106.765,0,,1.766,0,1
101.855,2011.12.26 23:30,convert from HTML,0,0,0.01,0,101.937,2011.12.26 22:00,-0.83,96.937,0,,201.936,0,0
101.823,2011.12.27 00:00,convert from HTML,0,0,0.01,0,101.937,2011.12.26 23:30,-1.15,96.937,0,,201.936,0,0
101.823,2011.12.27 00:00,convert from HTML,0,0,0.01,0,101.937,2011.12.27 00:00,-1.15,96.937,0,,201.936,0,0
101.823,2011.12.27 00:00,convert from HTML,0,0,0.01,0,101.937,2011.12.27 00:00,-1.15,96.937,0,,201.936,0,0
101.807,2011.12.27 01:15,convert from HTML,0,0,0.01,0,101.823,2011.12.27 00:00,0.16,106.823,0,,1.824,0,1
101.876,2011.12.27 02:30,convert from HTML,0,0,0.01,0,101.823,2011.12.27 01:15,-0.54,106.823,0,,1.824,0,1
101.876,2011.12.27 02:30,convert from HTML,0,0,0.01,0,101.823,2011.12.27 02:30,-0.54,106.823,0,,1.824,0,1
101.926,2011.12.27 03:30,convert from HTML,0,0,0.01,0,101.823,2011.12.27 02:30,-1.04,106.823,0,,1.824,0,1
101.813,2011.12.27 04:00,convert from HTML,0,0,0.01,0,101.926,2011.12.27 03:30,-1.14,96.926,0,,201.925,0,0
101.813,2011.12.27 04:00,convert from HTML,0,0,0.01,0,101.926,2011.12.27 04:00,-1.14,96.926,0,,201.925,0,0
101.813,2011.12.27 04:00,convert from HTML,0,0,0.01,0,101.926,2011.12.27 04:00,-1.14,96.926,0,,201.925,0,0
101.813,2011.12.27 04:00,convert from HTML,0,0,0.01,0,101.926,2011.12.27 04:00,-1.14,96.926,0,,201.925,0,0
101.883,2011.12.27 04:30,convert from HTML,0,0,0.01,0,101.813,2011.12.27 04:00,-0.71,106.813,0,,1.814,0,1
101.883,2011.12.27 04:30,convert from HTML,0,0,0.01,0,101.813,2011.12.27 04:30,-0.71,106.813,0,,1.814,0,1
101.883,2011.12.27 04:30,convert from HTML,0,0,0.01,0,101.813,2011.12.27 04:30,-0.71,106.813,0,,1.814,0,1
100.285,2012.01.04 00:30,convert from HTML,0,0,0.01,0,101.813,2011.12.27 04:30,15.08,106.813,0,,1.814,0,1
100.081,2012.01.04 09:30,convert from HTML,0,0,0.01,0,100.179,2012.01.04 09:00,-0.99,95.179,0,,200.178,0,0
100.081,2012.01.04 09:30,convert from HTML,0,0,0.01,0,100.179,2012.01.04 09:30,-0.99,95.179,0,,200.178,0,0
99.992,2012.01.04 10:00,convert from HTML,0,0,0.01,0,100.179,2012.01.04 09:30,-1.89,95.179,0,,200.178,0,0
