#,Time,Type,Order,Size,Price,S / L,T / P,Profit,Balance
401,2011.12.27 04:00,sell,201,0.04,101.813,106.813,1.814,,
402,2011.12.27 04:30,close,201,0.01,101.883,106.813,1.814,-0.71,9795.37
403,2011.12.27 04:30,sell,202,0.03,101.813,106.813,1.814,,
404,2011.12.27 04:30,close,202,0.01,101.883,106.813,1.814,-0.71,9794.66
405,2011.12.27 04:30,sell,203,0.02,101.813,106.813,1.814,,
406,2011.12.27 04:30,close,203,0.01,101.883,106.813,1.814,-0.71,9793.95
407,2011.12.27 04:30,sell,204,0.01,101.813,106.813,1.814,,
408,2012.01.04 00:30,close,204,0.01,100.285,106.813,1.814,15.08,9809.03
409,2012.01.04 09:00,buy,205,0.04,100.179,95.179,200.178,,
410,2012.01.04 09:30,close,205,0.01,100.081,95.179,200.178,-0.99,9808.04
411,2012.01.04 09:30,buy,206,0.03,100.179,95.179,200.178,,
412,2012.01.04 09:30,close,206,0.01,100.081,95.179,200.178,-0.99,9807.05
413,2012.01.04 09:30,buy,207,0.02,100.179,95.179,200.178,,
414,2012.01.04 10:00,close,207,0.01,99.992,95.179,200.178,-1.89,9805.16
415,2012.01.04 10:00,buy,208,0.01,100.179,95.179,200.178,,
416,2012.01.04 10:00,close,208,0.01,99.992,95.179,200.178,-1.89,9803.27
417,2012.01.04 17:30,buy,209,0.04,100.102,95.102,200.101,,
418,2012.07.23 06:00,s/l,209,0.04,95.102,95.102,200.101,-201.51,9601.76
419,2012.07.26 15:30,buy,210,0.04,95.07,90.07,195.069,,
420,2013.04.09 23:59,close at stop,210,0.04,129.263,90.07,195.069,1377.57,10979.33
