#,Time,Type,Order,Size,Price,S / L,T / P,Profit,Balance
74,2013.02.26 17:34,sell stop,27,1,119.955,123.367,0,,
75,2013.02.26 18:34,expiration,27,1,119.955,123.367,0,,
76,2013.02.26 18:34,sell stop,28,1,119.937,123.318,0,,
77,2013.02.26 19:34,expiration,28,1,119.937,123.318,0,,
78,2013.02.26 19:34,sell stop,29,1,119.934,123.275,0,,
79,2013.02.26 20:34,expiration,29,1,119.934,123.275,0,,
80,2013.02.26 20:34,sell stop,30,1,119.914,123.226,0,,
81,2013.02.26 21:34,expiration,30,1,119.914,123.226,0,,
82,2013.02.26 21:34,sell stop,31,1,119.905,123.178,0,,
83,2013.02.26 22:29,sell,31,1,119.905,123.178,0,,
84,2013.02.26 22:29,close,31,1,120.003,123.178,0,-103.71,16542.44
85,2013.03.07 04:30,buy stop,32,1,122.247,121.319,0,,
86,2013.03.07 04:33,buy,32,1,122.247,121.319,0,,
87,2013.03.07 09:00,close,32,1,121.895,121.319,0,-372.71,16169.73
88,2013.03.07 19:30,buy stop,33,1,122.75,121.633,0,,
89,2013.03.07 19:30,buy,33,1,122.75,121.633,0,,
90,2013.03.08 10:36,close,33,1,124.308,121.633,0,1649.64,17819.37
91,2013.03.08 10:36,buy stop,34,1,124.419,122.038,0,,
92,2013.03.08 10:36,buy,34,1,124.419,122.038,0,,
93,2013.03.08 10:38,close,34,1,124.396,122.038,0,-24.35,17795.02
94,2013.03.08 10:52,buy stop,35,1,124.527,122.038,0,,
95,2013.03.08 10:52,buy,35,1,124.527,122.038,0,,
96,2013.03.08 23:08,close,35,1,124.76,122.038,0,246.71,18041.73
97,2013.03.08 23:09,buy stop,36,1,125.094,122.462,0,,
98,2013.03.08 23:26,buy,36,1,125.094,122.462,0,,
99,2013.03.08 23:30,close,36,1,124.952,122.462,0,-150.35,17891.38
100,2013.03.12 04:30,buy stop,37,1,125.653,123.497,0,,
101,2013.03.12 04:47,buy,37,1,125.653,123.497,0,,
102,2013.03.12 15:00,close,37,1,125.606,123.497,0,-49.76,17841.62
103,2013.03.14 12:00,sell stop,38,1,124.225,124.952,0,,
104,2013.03.14 12:00,sell,38,1,124.225,124.952,0,,
105,2013.03.14 16:00,close,38,1,124.474,124.952,0,-263.51,17578.11
106,2013.03.18 15:00,sell stop,39,1,121.749,124.627,0,,
107,2013.03.18 15:13,sell,39,1,121.749,124.627,0,,
108,2013.03.18 17:00,close,39,1,122.511,124.627,0,-806.39,16771.72
109,2013.03.20 02:00,sell stop,40,1,122.06,123.997,0,,
110,2013.03.20 02:04,sell,40,1,122.06,123.997,0,,
111,2013.03.20 12:00,close,40,1,122.411,123.997,0,-371.44,16400.28
112,2013.03.22 02:14,sell stop,41,1,122.619,123.269,0,,
113,2013.03.22 02:14,sell,41,1,122.619,123.269,0,,
114,2013.03.22 08:00,close,41,1,122.728,123.269,0,-115.35,16284.93
