Ticket	Open Time	Type	Size	Item	Price	S / L	T / P	Close Time	Price	Commission	Taxes	Swap	Profit
4100776	2013.02.05 11:50	buy	1	eurjpypro	126.283	126.421	0	2013.02.05 13:03	126.421	-513	0	0	13 800
4100320	2013.02.05 10:30	buy	1	eurjpypro	125.688	126.262	0	2013.02.05 11:48	126.262	-513	0	0	57 400
4043662	2013.01.22 07:54	buy	0.5	usdjpypro	89.025	88.625	89.4	2013.01.22 09:08	88.614	-257	0	0	-20 550
4037392	2013.01.21 08:18	buy	0.5	usdjpypro	89.531	89.025	90	2013.01.21 15:00	89.686	-257	0	0	7 750
4027512	2013.01.17 14:41	buy	1	eurjpypro	119.106	119.26	120.06	2013.01.17 18:20	120.06	-513	0	0	95 400
4027511	2013.01.17 14:41	buy	1	eurjpypro	119.109	119.7	0	2013.01.18 02:30	119.979	-513	0	-140	87 000
4027211	2013.01.17 14:00	buy	1	eurjpypro	119.327	119.093	0	2013.01.17 14:41	119.093	-513	0	0	-23 400
4024137	2013.01.17 04:52	sell	1	eurjpypro	117.29	117.492	0	2013.01.17 05:55	117.492	-513	0	0	-20 200
4023728	2013.01.17 03:14	sell	1	eurjpypro	117.506	117.311	0	2013.01.17 04:51	117.311	-513	0	0	19 500
4017312	2013.01.15 20:17	buy	1	eurjpypro	118.204	117.714	0	2013.01.16 00:52	117.714	-513	0	-140	-49 000
4017311	2013.01.15 20:17	buy	1	eurjpypro	118.204	117.718	0	2013.01.16 00:52	117.718	-513	0	-140	-48 600
4015728	2013.01.15 15:04	buy	1	eurjpypro	118.501	117.9	0	2013.01.15 18:53	117.9	-513	0	0	-60 100
4015727	2013.01.15 15:04	buy	1	eurjpypro	118.501	117.908	0	2013.01.15 18:53	117.897	-513	0	0	-60 400
3999987	2013.01.10 14:42	buy	1	eurjpypro	116.174	118.166	0	2013.01.11 01:03	118.166	-513	0	-140	199 200
3999659	2013.01.10 14:08	sell	1	eurjpypro	116.306	0	0	2013.01.10 14:09	116.312	-513	0	0	-600
3998676	2013.01.10 13:33	buy	2	eurjpypro	115.59	116.016	0	2013.01.10 14:10	116.306	-1 026	0	0	143 200
3998667	2013.01.10 13:33	buy	1	eurjpypro	115.609	116.153	0	2013.01.10 14:42	116.153	-513	0	0	54 400
3995498	2013.01.09 22:03	buy	2	eurjpypro	114.832	114.832	0	2013.01.10 08:14	115.306	-1 026	0	0	94 800
3995497	2013.01.09 22:03	buy	1	eurjpypro	114.832	115.606	0	2013.01.10 13:33	115.606	-513	0	0	77 400
3993824	2013.01.09 13:27	sell	1	eurjpypro	114.258	114.455	0	2013.01.09 14:00	114.399	-513	0	0	-14 100
3993494	2013.01.09 11:29	sell	1	eurjpypro	114.254	114.353	0	2013.01.09 12:41	114.353	-513	0	0	-9 900
3991452	2013.01.08 23:33	sell	1	eurjpypro	113.815	113.901	0	2013.01.09 00:12	113.901	-513	0	0	-8 600
3991315	2013.01.08 22:33	sell	1	eurjpypro	113.862	113.844	0	2013.01.08 23:21	113.844	-513	0	0	1 800
3990691	2013.01.08 17:03	sell	1	eurjpypro	114.152	114.002	0	2013.01.08 22:06	114.002	-513	0	-150	15 000
3990627	2013.01.08 16:42	sell	1	eurjpypro	113.914	114.161	0	2013.01.08 17:02	114.161	-513	0	0	-24 700
3990415	2013.01.08 16:01	sell	1	eurjpypro	113.835	113.938	0	2013.01.08 16:42	113.938	-513	0	0	-10 300
3987575	2013.01.08 04:15	buy	1	eurjpypro	114.945	114.667	0	2013.01.08 06:27	114.667	-513	0	0	-27 800
