close price,close time,comment,commission,expiration,lots,magic number,open price,open time,profit,stop loss,swap,symbol,take profit,ticket,order type,account id,is closed,eod date
129.953,2013.05.03 18:36,to #4468316,-30,1970.01.01 00:00,0.05,30001,129.318,2013.05.03 16:00,3175,129.32,0,EURJPYpro,0,4466770,0,120768,1,2013.05.03 00:00:00
129.993,2013.05.06 07:30,from #4466770,-180,1970.01.01 00:00,0.3,30001,129.318,2013.05.03 16:00,20250,129.618,-42,EURJPYpro,0,4468316,0,120768,1,2013.05.03 00:00:00
130.082,2013.05.06 12:30,xEMA_1.4.11,-216,1970.01.01 00:00,0.36,30001,130.391,2013.05.06 11:00,-11124,129.688,0,EURJPYpro,0,4470808,0,120768,1,2013.05.03 00:00:00
99.276,2013.05.06 13:27,,-60,1970.01.01 00:00,0.1,0,99.291,2013.05.06 13:06,150,0,0,USDJPYpro,0,4471162,1,120768,1,2013.05.03 00:00:00
99.362,2013.05.06 20:00,,-300,1970.01.01 00:00,0.5,0,99.324,2013.05.06 19:58,-1900,0,0,USDJPYpro,0,4472827,1,120768,1,2013.05.03 00:00:00
99.36,2013.05.06 20:07,,-300,1970.01.01 00:00,0.5,0,99.352,2013.05.06 20:01,-400,0,0,USDJPYpro,0,4472837,1,120768,1,2013.05.03 00:00:00
99.38,2013.05.06 20:13,,-300,1970.01.01 00:00,0.5,0,99.363,2013.05.06 20:09,850,0,0,USDJPYpro,0,4472845,0,120768,1,2013.05.03 00:00:00
99.44,2013.05.06 20:19,,-300,1970.01.01 00:00,0.5,0,99.394,2013.05.06 20:14,-2300,0,0,USDJPYpro,0,4472862,1,120768,1,2013.05.03 00:00:00
